type,priority,storyPoints,complexityScore,riskLevel,hasBlockingDependencies,dependenciesCount,memberLevel,memberAvgCompletionHours,memberAvgDelayHours,memberCompletedTasksCount,memberAvgReopenRate,memberCurrentWorkload,memberAvgWorkLogHours,memberAvgStoryPoints,actualHours
Spike,High,3,2,5,0,2,Junior,6.81,4.95,42,0.031,13,31.28,7.51,19.07
Feature,High,8,5,4,1,2,Senior,3.65,1.12,21,0.052,9,34.87,3.95,28.51
Feature,Medium,5,4,5,1,2,Junior,13.26,0.36,90,0.121,0,12.7,2.84,38.03
Improvement,Low,2,2,4,0,0,Senior,37.76,3.29,14,0.314,13,20.11,9.69,12.31
Technical Debt,Low,8,3,4,0,2,Expert,38.08,0.62,20,0.431,8,30.34,1.79,45.4
Feature,High,2,2,2,0,1,Senior,34.17,0.67,51,0.496,14,16.71,2.32,18.39
Feature,High,8,1,5,0,2,Senior,2.46,7.05,3,0.366,12,12.19,7.46,11.78
Feature,Medium,3,2,4,0,4,Senior,3.07,4.0,46,0.073,7,2.66,4.83,5.17
Feature,High,3,2,4,0,0,Junior,2.39,7.19,17,0.139,14,14.4,7.78,7.5
Improvement,Low,2,3,1,0,0,Junior,15.93,0.71,70,0.066,0,3.68,5.98,9.65
Bug,Medium,2,3,4,0,2,Senior,39.25,1.43,79,0.058,8,13.34,1.36,11.75
Feature,Medium,5,5,2,1,0,Expert,36.08,2.0,34,0.284,4,12.66,7.16,47.73
Feature,Medium,5,3,3,0,1,Expert,11.52,3.06,75,0.453,13,23.0,8.25,24.26
Feature,Low,2,2,1,0,2,Expert,17.59,0.05,6,0.342,7,13.45,5.97,5.11
Feature,Critical,2,1,3,0,0,Expert,33.33,1.77,40,0.4,9,14.06,3.77,11.93
Bug,Medium,1,3,2,0,3,Junior,30.83,1.44,9,0.254,9,10.74,1.14,6.4
Spike,Critical,5,5,3,1,4,Junior,7.04,0.63,61,0.238,11,21.67,9.16,30.79
Technical Debt,Medium,5,5,4,1,0,Senior,6.1,3.92,64,0.469,1,14.24,7.36,23.47
Feature,Critical,1,2,3,0,2,Senior,22.66,2.11,11,0.361,6,33.25,1.4,9.12
Technical Debt,High,5,3,5,1,0,Senior,5.88,5.84,90,0.23,8,31.33,8.57,22.3
Improvement,Critical,1,3,2,0,2,Expert,33.35,3.68,27,0.166,6,9.06,1.48,7.98
Improvement,Low,13,5,5,0,0,Senior,11.63,4.62,57,0.047,8,14.74,7.4,36.69
Bug,High,13,3,3,0,2,Senior,9.16,1.23,55,0.41,3,22.58,7.25,18.13
Feature,Critical,5,2,5,0,0,Junior,9.06,2.26,17,0.085,4,1.55,9.25,16.13
Feature,Low,13,1,1,0,1,Junior,3.72,1.94,64,0.258,6,8.73,2.49,10.58
Feature,Low,8,2,3,0,2,Senior,26.39,6.8,56,0.319,0,10.69,6.11,43.8
Feature,Medium,8,3,5,1,0,Expert,8.25,4.62,49,0.372,1,14.68,5.9,16.97
Feature,Critical,5,2,4,0,2,Junior,10.87,6.06,86,0.042,1,31.24,1.31,19.51
Bug,Medium,3,4,3,0,3,Senior,30.55,0.62,80,0.005,14,4.28,6.74,21.37
Improvement,Medium,2,4,1,0,1,Expert,4.18,0.64,44,0.353,14,3.24,3.29,7.91
Bug,Low,3,3,4,0,2,Junior,9.7,3.33,61,0.227,14,23.59,3.99,21.48
Feature,Low,5,3,3,0,1,Junior,7.68,3.83,64,0.091,9,13.39,3.17,18.95
Spike,High,2,1,4,0,1,Senior,2.18,3.18,54,0.491,8,7.04,1.5,4.13
Spike,Low,3,2,3,1,0,Senior,22.5,1.15,37,0.396,2,24.86,2.5,24.0
Improvement,High,3,1,3,1,1,Expert,9.22,0.7,3,0.289,8,9.26,2.87,10.07
Spike,Critical,2,3,2,1,1,Junior,26.05,2.32,14,0.351,0,20.23,6.2,40.53
Bug,Medium,5,3,5,1,1,Senior,21.07,0.33,20,0.078,10,14.9,2.21,39.13
Spike,High,13,5,3,0,0,Junior,27.38,1.09,20,0.481,2,13.28,9.29,94.06
Feature,Low,5,1,1,1,0,Senior,39.3,0.18,50,0.498,9,25.52,3.09,20.69
Feature,High,5,3,5,1,2,Junior,10.36,0.22,85,0.324,14,21.86,6.87,35.71
Feature,Medium,5,4,2,1,0,Senior,27.3,2.2,77,0.334,1,18.47,2.42,47.03
Feature,High,3,5,5,0,0,Senior,33.68,0.32,34,0.352,1,5.35,8.16,36.23
Feature,Medium,2,2,5,0,0,Senior,38.38,7.63,3,0.333,0,20.91,1.64,13.3
Bug,Medium,8,5,3,0,1,Senior,25.65,0.73,98,0.219,5,24.55,7.64,54.78
Improvement,High,2,2,1,0,4,Senior,6.97,1.11,31,0.27,4,28.7,4.54,8.57
Bug,Medium,1,4,3,0,2,Expert,4.05,3.01,91,0.141,13,11.18,5.19,6.11
Feature,High,8,2,1,0,0,Junior,12.58,1.48,11,0.223,14,9.99,4.3,26.12
Technical Debt,Medium,2,1,1,0,0,Junior,37.27,1.09,53,0.218,11,26.46,4.62,10.51
Bug,High,3,2,4,1,3,Senior,22.4,0.97,29,0.144,4,16.89,1.05,19.21
Feature,Medium,1,2,3,0,2,Senior,24.01,1.52,8,0.393,10,14.8,1.24,6.3
Improvement,High,2,5,2,0,0,Junior,25.2,0.88,18,0.205,8,6.46,8.15,23.91
Feature,Low,2,4,5,0,2,Senior,14.62,0.0,79,0.276,5,15.76,2.92,14.21
Feature,Medium,1,2,4,0,0,Junior,8.9,0.64,29,0.078,8,25.69,6.47,6.81
Spike,Medium,5,1,2,1,1,Junior,38.26,2.24,64,0.237,3,16.32,6.88,36.79
Feature,High,8,5,3,0,0,Junior,30.7,3.97,44,0.381,6,30.67,7.28,118.08
Bug,Medium,3,4,1,0,4,Expert,21.42,5.25,22,0.222,12,1.14,6.38,17.44
Technical Debt,High,8,4,3,1,2,Expert,16.31,0.35,75,0.279,10,7.12,6.66,43.56
Improvement,High,2,3,3,1,0,Junior,20.35,4.45,4,0.351,3,21.9,6.23,30.48
Feature,Medium,3,1,4,0,1,Junior,3.28,7.22,83,0.194,0,23.85,9.35,4.65
Feature,High,2,5,2,1,0,Junior,11.4,2.68,66,0.177,3,10.37,6.98,36.29
Feature,Low,5,5,4,1,0,Junior,11.53,4.75,65,0.043,1,33.02,4.18,47.6
Bug,Medium,3,1,2,1,0,Expert,18.92,2.49,42,0.291,4,12.24,4.21,10.43
Bug,High,5,4,4,1,1,Junior,10.98,2.26,83,0.353,10,14.98,1.72,54.7
Feature,High,8,2,5,1,0,Junior,9.05,1.01,1,0.291,1,34.2,9.93,22.8
Spike,High,5,1,1,0,1,Junior,31.09,5.43,47,0.142,12,17.29,9.02,40.63
Bug,Medium,5,5,1,0,1,Junior,35.95,1.22,57,0.131,1,21.84,1.39,30.15
Feature,Medium,13,1,1,0,1,Senior,4.55,2.67,39,0.08,11,19.37,8.76,10.93
Bug,Low,3,4,5,1,0,Senior,9.97,0.67,98,0.023,10,7.04,2.25,20.4
Improvement,High,3,3,5,0,0,Junior,31.4,1.11,52,0.213,13,34.71,3.15,37.95
Feature,Medium,5,3,1,0,0,Junior,33.0,2.91,58,0.08,11,3.01,7.13,39.88
Feature,High,5,2,1,0,0,Senior,21.01,8.37,67,0.345,3,34.44,7.57,31.69
Technical Debt,Medium,2,2,2,0,1,Senior,28.41,0.9,62,0.481,6,16.91,5.55,16.13
Bug,Medium,3,4,2,0,3,Junior,4.95,3.71,35,0.037,12,7.45,9.71,14.09
Bug,Medium,3,2,3,0,0,Junior,34.28,2.53,39,0.446,2,6.68,5.41,18.1
Bug,Low,3,3,4,0,1,Junior,33.64,2.96,5,0.329,10,23.29,3.33,22.34
Feature,Medium,2,4,2,1,0,Senior,28.35,0.31,13,0.43,11,25.17,1.08,24.68
Feature,High,13,4,2,0,0,Junior,36.82,0.96,78,0.077,6,31.56,8.81,84.24
Bug,High,8,4,2,0,1,Junior,3.81,0.26,32,0.453,10,9.04,4.56,14.89
Feature,Medium,3,1,2,0,1,Junior,10.78,5.18,18,0.479,8,15.73,8.04,19.6
Feature,Medium,5,2,5,0,2,Senior,15.78,1.51,75,0.453,14,34.02,7.96,38.39
Technical Debt,Low,8,5,3,0,1,Junior,8.03,2.76,42,0.393,2,15.55,1.39,25.06
Spike,High,2,3,2,1,0,Senior,32.96,1.88,53,0.045,3,16.63,8.39,24.16
Improvement,Low,3,2,4,0,1,Senior,30.77,1.14,72,0.11,0,10.81,3.6,12.14
Technical Debt,Critical,5,3,2,0,2,Senior,31.38,4.39,82,0.457,6,30.61,8.57,74.53
Feature,Medium,8,2,5,0,1,Senior,13.07,0.79,95,0.115,0,13.43,5.43,17.43
Spike,Medium,1,5,1,0,3,Senior,30.98,4.18,91,0.174,12,22.61,6.32,17.11
Feature,Critical,21,3,1,0,0,Expert,6.68,1.21,91,0.025,11,7.21,1.91,29.9
Spike,Low,3,5,3,1,2,Senior,6.06,2.19,94,0.314,2,21.94,4.41,18.53
Spike,High,3,3,1,0,0,Senior,24.19,1.21,60,0.282,13,32.75,9.74,36.53
Improvement,Medium,3,1,2,0,1,Senior,3.85,2.71,99,0.481,8,27.41,9.33,5.28
Spike,Medium,2,1,5,0,1,Senior,37.67,7.06,12,0.446,11,3.3,9.95,21.31
Bug,Medium,8,3,3,0,0,Junior,14.5,6.17,41,0.253,4,22.55,5.59,36.99
Feature,High,13,3,2,0,4,Junior,20.13,2.33,96,0.305,9,19.99,8.36,54.26
Bug,High,3,5,1,0,0,Junior,32.9,4.12,17,0.207,9,12.51,5.1,37.59
Bug,Low,13,4,4,0,0,Junior,17.2,2.13,92,0.066,10,29.65,9.47,46.91
Feature,Critical,8,3,2,0,2,Junior,18.36,0.27,71,0.434,1,27.92,9.87,32.88
Bug,Medium,3,2,4,1,0,Junior,15.22,1.55,85,0.275,8,23.05,8.9,25.79
Spike,Medium,5,2,4,0,0,Expert,15.37,7.34,64,0.213,5,26.3,6.59,19.01
Feature,Medium,3,2,3,0,1,Junior,19.78,10.26,47,0.034,8,7.57,9.9,21.64
Improvement,Low,5,1,5,0,2,Senior,37.95,4.45,94,0.333,11,32.29,9.85,24.17
Spike,Low,1,5,1,1,3,Expert,37.57,1.35,83,0.2,10,23.71,5.28,10.61
Spike,Critical,5,1,1,0,2,Senior,22.72,2.88,35,0.127,13,16.91,3.73,24.53
Spike,Medium,1,2,2,0,2,Senior,19.33,1.48,86,0.438,3,7.57,2.69,8.25
Bug,Low,8,3,1,0,3,Senior,32.71,4.37,80,0.092,5,24.21,7.09,31.27
Spike,Low,8,2,3,0,1,Junior,27.88,1.77,44,0.258,11,4.29,1.31,57.2
Improvement,High,2,3,1,0,0,Junior,35.5,3.5,9,0.398,6,11.87,7.87,18.82
Feature,High,3,5,2,0,2,Expert,29.76,4.96,8,0.425,10,20.51,1.46,38.83
Bug,Medium,3,4,1,0,0,Junior,38.19,2.01,45,0.409,13,22.97,3.39,24.5
Improvement,Low,5,3,5,0,0,Expert,35.68,1.83,16,0.448,5,1.59,5.48,29.19
Feature,Medium,3,1,4,1,2,Junior,34.5,2.55,66,0.071,3,1.3,1.88,16.65
Bug,Low,5,2,4,0,3,Senior,16.88,0.68,32,0.47,7,4.79,1.33,20.0
Improvement,Low,3,2,4,0,0,Senior,16.68,0.5,64,0.005,5,27.12,5.32,12.93
Feature,Medium,1,2,5,0,0,Expert,30.17,1.48,19,0.128,1,20.28,8.98,4.01
Bug,Medium,1,3,3,0,0,Junior,5.18,3.88,65,0.042,12,21.69,4.67,7.1
Improvement,Medium,2,5,2,1,0,Expert,14.24,2.51,15,0.473,11,21.52,2.8,24.97
Bug,Medium,8,3,5,1,0,Senior,37.42,3.53,72,0.212,5,2.25,4.68,61.68
Feature,Critical,13,1,2,0,1,Senior,19.1,1.8,13,0.158,0,6.86,7.5,15.19
Feature,Critical,3,2,3,0,0,Senior,12.26,4.16,0,0.084,14,25.75,1.37,21.4
Feature,High,5,3,5,1,0,Junior,20.11,2.05,34,0.078,8,22.95,1.28,66.61
Spike,Medium,2,2,1,0,2,Senior,12.97,3.86,81,0.307,14,16.14,5.17,20.49
Feature,Medium,5,1,3,0,1,Junior,31.19,1.35,0,0.024,9,1.69,7.09,24.06
Bug,Medium,2,4,4,0,0,Junior,34.32,1.48,42,0.297,11,15.17,6.52,17.14
Feature,High,5,4,5,0,1,Senior,31.74,4.46,68,0.387,6,9.43,6.74,75.01
Feature,Medium,13,4,3,0,0,Expert,7.66,2.77,74,0.301,7,24.71,2.49,16.62
Technical Debt,High,2,2,3,1,3,Senior,14.77,0.66,87,0.413,11,29.04,5.85,30.07
Improvement,Critical,8,3,5,0,0,Senior,10.13,2.64,95,0.133,10,18.13,4.4,20.56
Feature,Medium,1,2,4,0,3,Senior,3.63,1.86,54,0.039,3,14.72,1.99,5.5
Bug,High,3,5,4,0,2,Expert,30.09,3.05,15,0.36,7,10.28,2.15,25.07
Feature,Low,2,3,3,1,1,Expert,18.28,3.74,66,0.414,11,4.15,6.81,15.87
Bug,Medium,3,1,2,0,0,Senior,12.51,2.36,62,0.251,0,13.64,9.61,7.95
Improvement,Medium,2,4,3,0,2,Junior,13.69,0.77,71,0.41,10,24.05,1.96,24.19
Feature,Medium,3,3,5,0,0,Junior,7.13,2.06,95,0.229,3,23.65,5.45,16.62
Feature,High,3,3,5,1,0,Junior,33.42,0.88,21,0.099,5,15.03,3.23,39.01
Feature,Medium,3,4,5,0,0,Expert,7.47,0.49,55,0.237,9,33.84,3.53,15.8
Spike,Medium,5,1,4,1,1,Expert,14.86,3.3,51,0.108,6,32.96,3.02,16.03
Spike,High,13,2,1,0,0,Senior,2.28,5.75,80,0.236,11,30.77,5.91,28.68
Feature,High,3,2,5,0,4,Expert,18.58,1.57,26,0.074,2,15.82,1.51,16.05
Improvement,Medium,2,3,5,0,0,Junior,15.48,0.6,63,0.093,9,26.38,7.68,19.53
Feature,High,3,4,2,0,2,Senior,29.33,1.85,44,0.441,9,32.59,6.46,38.8
Feature,High,8,5,2,0,0,Senior,29.18,0.96,66,0.058,1,26.08,4.46,47.93
Improvement,Medium,5,1,3,0,0,Senior,3.47,7.55,25,0.112,8,11.74,2.96,4.5
Spike,Low,3,2,3,1,0,Senior,6.4,5.89,98,0.498,0,3.31,5.83,13.49
Spike,Medium,2,1,3,1,4,Junior,36.38,3.88,12,0.288,9,33.57,9.6,24.96
Bug,High,3,1,5,0,0,Senior,32.09,4.83,80,0.293,13,34.74,7.37,18.02
Feature,High,3,1,2,0,1,Senior,16.8,0.6,29,0.422,0,24.58,3.51,11.88
Improvement,High,13,4,3,1,0,Expert,8.32,4.14,92,0.262,9,11.72,7.69,29.27
Feature,Medium,8,4,2,0,2,Senior,11.91,4.39,77,0.111,1,30.41,5.54,26.22
Bug,Low,1,4,5,0,0,Junior,27.01,0.74,29,0.211,4,33.42,1.43,6.56
Feature,Low,5,3,5,0,0,Senior,37.93,2.55,43,0.378,0,18.22,6.56,26.86
Improvement,Medium,2,4,3,1,1,Junior,25.4,3.34,47,0.436,12,11.6,3.11,35.92
Feature,High,3,3,5,0,0,Junior,3.0,2.22,8,0.137,5,14.82,4.69,6.45
Feature,High,8,2,5,0,0,Senior,26.73,0.45,47,0.131,13,3.51,5.31,44.88
Spike,Medium,5,2,2,0,0,Junior,37.9,1.99,95,0.164,7,20.23,8.19,49.73
Feature,Medium,3,2,1,0,1,Senior,15.63,0.18,55,0.298,9,13.88,6.22,16.38
Bug,Medium,2,2,4,0,0,Junior,37.48,2.33,67,0.139,1,31.07,4.06,9.55
Feature,Medium,8,2,3,0,0,Junior,27.48,6.31,5,0.447,4,10.37,6.92,54.64
Feature,Medium,5,4,1,0,1,Senior,9.21,2.17,64,0.489,2,1.28,2.73,16.94
Feature,Low,3,5,3,0,0,Junior,7.52,0.99,88,0.34,1,26.06,8.41,20.89
Feature,Medium,2,4,1,0,1,Junior,8.7,0.98,66,0.485,13,1.25,2.81,22.6
Technical Debt,Low,3,5,5,0,1,Junior,28.57,1.43,20,0.144,5,19.56,6.03,42.05
Feature,Medium,13,4,3,0,3,Junior,24.4,3.71,77,0.408,0,7.16,2.85,60.27
Spike,Low,5,2,1,1,0,Junior,19.31,3.46,29,0.339,11,21.76,3.93,51.14
Bug,High,3,1,4,0,1,Junior,12.01,3.0,56,0.132,7,7.73,4.8,13.49
Bug,Medium,5,5,5,1,0,Senior,36.47,7.57,54,0.159,14,18.06,4.31,80.23
Bug,Critical,8,1,3,0,0,Junior,10.12,1.87,1,0.244,5,12.39,9.4,12.88
Bug,Medium,3,2,3,0,1,Junior,12.78,0.71,47,0.396,3,7.21,3.01,13.37
Improvement,Medium,2,5,1,0,0,Senior,4.09,1.77,21,0.436,11,21.62,2.62,12.94
Feature,Medium,5,1,3,1,0,Junior,12.46,2.82,12,0.317,4,3.8,5.66,19.68
Feature,Low,5,4,5,0,1,Senior,37.07,0.45,88,0.361,1,33.0,9.54,30.94
Technical Debt,High,5,2,2,0,0,Junior,9.13,2.95,42,0.132,7,27.46,5.53,16.77
Spike,Low,8,4,1,0,0,Expert,9.75,3.47,74,0.371,5,32.14,9.63,14.85
Technical Debt,Critical,3,4,4,0,0,Junior,24.8,0.28,73,0.302,5,2.44,2.71,47.52
Bug,High,1,2,3,0,0,Senior,23.54,4.69,48,0.111,2,1.07,1.09,5.98
Improvement,Medium,13,5,5,0,0,Junior,8.69,1.87,36,0.475,0,13.17,3.73,30.33
Bug,Medium,3,3,3,1,0,Senior,7.86,1.99,88,0.256,7,21.97,6.74,17.55
Bug,High,5,3,4,0,0,Senior,6.45,1.94,34,0.397,11,9.31,6.33,14.1
Feature,Medium,5,2,5,0,1,Junior,34.72,2.94,18,0.263,6,19.68,3.18,36.85
Bug,High,5,3,4,0,0,Junior,26.87,2.31,27,0.466,11,21.6,6.95,61.8
Feature,Low,2,1,5,0,2,Expert,38.23,4.8,56,0.071,0,6.16,8.47,4.49
Feature,Low,8,5,2,0,3,Expert,8.3,4.84,60,0.273,11,27.14,7.18,22.37
Technical Debt,Medium,8,4,5,0,0,Senior,19.5,3.62,42,0.013,12,32.84,7.55,61.02
Feature,Medium,5,4,4,0,0,Expert,30.24,1.38,59,0.099,7,22.76,3.77,32.75
Feature,High,3,2,1,0,1,Junior,10.11,3.81,9,0.141,9,33.23,5.76,19.97
Feature,Low,2,4,2,1,0,Senior,28.02,0.26,78,0.236,1,9.37,1.38,11.49
Spike,High,1,1,3,0,2,Junior,20.0,0.94,95,0.41,10,2.24,4.23,10.28
Bug,Medium,3,1,2,0,0,Senior,18.37,2.05,66,0.233,7,9.41,8.34,9.18
Bug,Medium,3,2,2,1,0,Senior,26.51,3.96,23,0.281,4,23.04,8.11,19.04
Technical Debt,Medium,13,4,3,1,0,Junior,19.77,5.58,73,0.462,7,21.32,9.47,82.16
Technical Debt,Medium,8,3,5,0,0,Senior,33.16,6.27,43,0.378,10,10.09,9.72,110.28
Feature,Medium,5,3,2,1,0,Senior,37.36,3.77,29,0.025,11,14.87,9.75,46.72
Improvement,Medium,5,5,2,0,0,Senior,24.38,4.25,96,0.088,5,13.5,2.42,41.96
Improvement,High,2,2,1,0,0,Expert,13.42,0.29,44,0.019,14,33.31,2.09,7.91
Improvement,Medium,21,5,1,0,1,Expert,31.53,1.71,88,0.035,1,11.69,8.88,46.56
Feature,Medium,3,3,4,0,0,Junior,8.48,8.41,59,0.169,6,7.57,4.45,26.27
Technical Debt,High,2,3,3,0,2,Senior,5.61,1.84,52,0.364,10,20.23,4.21,14.15
Bug,High,3,3,5,1,0,Senior,21.71,0.37,24,0.122,14,5.24,5.8,35.65
Feature,Medium,8,5,5,0,0,Junior,26.58,0.63,75,0.196,10,18.27,5.06,92.68
Bug,Medium,8,2,4,0,0,Expert,33.73,1.6,3,0.197,12,24.36,3.01,37.26
Feature,High,1,1,5,0,1,Junior,38.3,5.35,91,0.295,14,33.07,8.6,10.18
Feature,High,8,1,5,0,1,Junior,35.19,3.71,83,0.446,5,31.34,9.18,53.53
Improvement,Medium,3,3,1,1,0,Junior,39.57,5.2,73,0.492,3,29.6,7.73,30.45
Feature,Medium,1,2,5,0,0,Junior,20.08,4.14,30,0.302,8,14.39,1.43,8.73
Bug,High,8,2,5,0,4,Junior,14.03,2.75,18,0.253,12,31.4,2.06,32.23
Bug,Low,8,4,4,0,2,Senior,19.47,2.34,1,0.341,12,25.37,4.11,54.63
Feature,Critical,5,4,4,0,0,Senior,26.48,2.6,3,0.334,3,16.01,6.01,67.97
Spike,Low,5,5,2,0,1,Senior,21.28,2.56,78,0.262,0,20.18,6.49,40.64
Feature,High,8,4,5,1,0,Junior,26.1,2.19,37,0.368,12,15.83,1.9,131.33
Feature,Medium,8,5,5,0,0,Senior,35.7,0.59,32,0.246,2,7.69,9.64,72.79
Feature,Medium,8,1,5,0,2,Junior,8.3,3.61,17,0.498,10,16.36,5.77,18.63
Feature,High,5,3,1,1,1,Junior,6.57,4.07,31,0.024,7,28.45,4.89,14.74
Feature,Medium,13,2,5,0,0,Junior,20.94,1.34,95,0.222,2,10.06,2.72,42.05
Improvement,Medium,21,1,1,0,2,Junior,39.31,2.71,76,0.199,13,22.77,9.56,48.3
Spike,Low,2,1,2,0,1,Junior,4.24,0.08,79,0.385,13,19.81,5.03,6.02
Feature,Low,8,5,3,0,0,Senior,39.49,2.42,32,0.095,6,32.28,2.06,67.93
Improvement,Medium,3,3,5,0,0,Junior,38.77,1.12,33,0.217,10,26.37,6.53,28.36
Improvement,High,3,5,4,0,0,Junior,13.12,0.35,50,0.349,0,13.29,4.15,40.02
Technical Debt,Low,5,1,4,1,0,Senior,35.86,0.28,62,0.302,14,20.1,8.27,40.27
Bug,Low,1,2,5,0,1,Expert,2.29,4.82,77,0.273,13,31.98,5.91,3.49
Feature,Medium,5,4,1,0,0,Expert,19.25,0.65,46,0.217,3,8.7,1.95,24.46
Feature,High,8,5,4,0,0,Expert,17.28,1.57,65,0.376,3,17.13,7.76,33.31
Improvement,High,2,1,4,0,2,Expert,36.3,2.8,12,0.323,8,8.54,3.74,10.27
Technical Debt,Medium,3,4,2,1,4,Senior,19.95,3.54,51,0.437,11,15.23,4.67,47.33
Feature,Low,13,4,2,0,1,Expert,17.88,3.35,92,0.366,10,2.98,7.98,39.32
Feature,Critical,3,1,2,0,1,Senior,26.3,0.37,51,0.07,0,30.78,1.96,12.92
Spike,Medium,3,3,4,0,2,Junior,16.28,0.61,42,0.31,10,34.26,9.8,43.2
Technical Debt,High,3,1,4,0,1,Junior,22.39,0.07,97,0.022,11,20.31,7.32,22.99
Spike,High,5,2,5,0,0,Senior,38.31,1.51,60,0.194,14,19.84,2.73,67.29
Improvement,High,5,4,5,1,0,Expert,9.7,0.63,80,0.206,12,33.5,1.52,23.44
Feature,Medium,8,2,1,1,1,Junior,19.44,3.01,2,0.427,8,14.37,5.9,44.0
Bug,High,3,5,4,0,0,Junior,2.58,4.08,93,0.09,9,22.12,4.41,10.72
Improvement,High,8,4,5,0,0,Senior,34.01,6.1,67,0.322,7,29.47,1.27,108.91
Feature,High,5,3,5,0,1,Senior,5.5,1.12,94,0.096,14,18.2,6.48,12.48
Bug,Medium,3,1,2,1,0,Expert,5.6,4.96,58,0.474,9,8.53,3.78,6.98
Improvement,Medium,5,5,2,0,0,Expert,35.55,1.44,53,0.265,5,28.63,3.9,38.52
Feature,Low,5,2,2,1,0,Junior,17.55,5.31,68,0.354,10,10.22,2.46,47.14
Improvement,Medium,5,5,3,0,0,Junior,28.12,2.76,1,0.323,3,29.69,2.26,51.46
Bug,High,1,3,5,0,2,Junior,34.6,1.13,67,0.152,10,33.12,2.3,8.33
Spike,Medium,2,1,2,1,1,Expert,16.23,4.97,43,0.451,5,19.57,8.97,12.91
Feature,Medium,3,5,2,0,2,Junior,11.94,0.55,37,0.314,5,2.68,5.8,32.66
Feature,Medium,3,2,4,0,0,Junior,8.44,1.43,59,0.255,1,33.49,5.22,12.45
Bug,High,5,5,2,0,1,Junior,25.07,0.1,26,0.264,6,29.27,7.34,56.34
Feature,Critical,1,1,4,1,1,Junior,11.59,4.76,90,0.445,8,4.99,3.88,12.96
Improvement,Medium,8,5,1,0,0,Junior,26.1,2.27,14,0.03,7,22.4,8.4,74.96
Improvement,Medium,3,2,2,0,0,Expert,14.05,4.01,38,0.195,2,11.73,2.77,12.66
Feature,Low,3,1,4,1,1,Senior,15.22,2.72,37,0.421,7,12.23,8.22,14.04
Bug,High,5,3,2,0,3,Expert,11.47,1.89,53,0.019,3,20.73,1.5,12.71
Bug,High,2,3,1,0,2,Junior,17.9,6.79,62,0.32,9,25.2,2.41,17.84
Feature,Critical,8,4,2,0,0,Senior,8.16,0.48,57,0.202,0,1.38,9.03,15.91
Spike,Medium,1,5,4,0,0,Senior,14.15,4.12,61,0.102,2,6.19,1.98,14.12
Technical Debt,Critical,3,2,1,0,1,Senior,31.56,5.89,77,0.306,0,31.7,3.21,29.63
Improvement,Low,8,5,1,0,0,Junior,10.19,3.08,17,0.416,4,17.83,1.38,30.88
Improvement,High,5,1,1,0,0,Senior,37.99,0.72,28,0.234,9,17.72,6.39,24.38
Bug,Low,3,4,3,0,0,Senior,20.73,3.09,70,0.073,14,29.57,3.95,16.8
Spike,High,3,2,4,0,0,Junior,6.06,0.16,56,0.153,10,5.4,6.7,12.75
Improvement,Medium,5,5,3,0,0,Junior,37.84,9.21,23,0.491,8,25.26,1.77,93.76
Improvement,High,21,2,1,0,1,Junior,19.35,1.8,37,0.056,6,18.21,4.56,28.08
Technical Debt,High,8,1,3,0,4,Junior,23.16,2.86,5,0.08,2,26.21,4.35,24.41
Feature,Medium,3,4,2,1,0,Junior,9.04,6.51,19,0.495,6,24.1,5.83,43.46
Technical Debt,Low,21,2,3,0,0,Junior,14.67,3.14,41,0.441,11,23.66,3.66,39.84
Feature,High,1,1,5,0,1,Junior,28.74,0.32,99,0.354,7,30.11,9.86,7.09
Feature,Medium,1,3,1,1,0,Senior,6.71,1.88,73,0.075,3,19.73,3.84,7.72
Feature,Low,8,2,1,0,3,Expert,23.68,2.3,21,0.12,2,14.87,7.27,22.27
Spike,Medium,2,4,4,0,0,Junior,28.35,5.91,32,0.09,1,7.75,4.3,34.97
Technical Debt,High,1,2,2,0,4,Junior,2.07,2.14,86,0.315,13,12.7,5.8,4.86
Improvement,Low,2,2,4,0,0,Senior,33.83,3.23,45,0.199,7,30.58,3.04,9.92
Improvement,Medium,3,1,3,0,2,Senior,4.14,1.54,53,0.024,2,12.47,2.56,3.44
Bug,Low,5,5,5,0,1,Senior,11.38,5.08,41,0.146,6,34.5,9.75,36.34
Spike,Medium,5,5,5,0,3,Senior,38.61,1.37,50,0.43,10,21.67,5.87,112.71
Bug,High,2,2,5,0,1,Senior,5.08,2.04,67,0.398,10,28.71,5.15,9.42
Feature,Critical,5,4,5,0,1,Expert,33.39,5.75,84,0.322,10,17.77,6.77,71.51
Feature,High,13,4,2,1,1,Expert,26.78,0.42,55,0.043,1,23.25,3.01,37.01
Improvement,Medium,8,1,3,1,2,Senior,24.74,2.91,76,0.441,4,34.64,8.4,43.78
Improvement,Critical,3,2,5,0,2,Expert,24.1,5.14,41,0.267,4,18.01,3.23,24.03
Feature,Medium,21,2,1,1,0,Senior,8.33,2.55,12,0.247,8,9.95,5.88,29.73
Feature,Medium,5,5,3,0,0,Senior,27.42,1.1,53,0.467,7,23.1,2.14,56.59
Technical Debt,Critical,1,1,2,0,0,Senior,38.16,1.91,11,0.004,7,32.27,6.17,5.93
Feature,High,1,3,5,0,0,Expert,4.93,0.59,87,0.278,9,1.58,5.35,8.45
Improvement,High,2,4,2,0,2,Expert,14.63,2.05,34,0.396,1,34.75,3.53,13.18
Spike,High,5,4,5,0,0,Junior,19.95,4.73,82,0.032,14,19.51,3.77,67.3
